,Corr,p-value
moultiple,0.0004319919153485144,0.848401411835595
managerppe,0.00043199191534851444,0.848401411835595
spoof,0.00043199191534851455,0.848401411835595
shinfield,0.0004319919153485146,0.848401411835595
teritory,0.0004319919153485146,0.848401411835595
bromich,0.0004319919153485146,0.848401411835595
managermaintenancewmids,0.0004319919153485146,0.848401411835595
mutliple,0.0004319919153485147,0.848401411835595
frequent,0.00043199191534851476,0.848401411835595
raid,0.00043199191534851487,0.848401411835595
wed,0.00043199191534851487,0.848401411835595
medcomms,0.000431991915348515,0.848401411835595
lyming,0.00043199191534851536,0.848401411835595
operationals,0.00043199191534851536,0.848401411835595
countie,0.0004319919153485156,0.848401411835595
surveryor,0.0004319919153485158,0.848401411835595
etd,0.000431991915348516,0.848401411835595
fibrosis,0.0004319919153485162,0.848401411835595
cystic,0.0004319919153485162,0.848401411835595
fastgrowing,0.0004319919153485163,0.848401411835595
progarmmer,0.00043199191534851634,0.848401411835595
sever,0.00043199191534851634,0.848401411835595
rhcsa,0.00043199191534851644,0.848401411835595
polcy,0.00043199191534851677,0.848401411835595
microchip,0.0004319919153485168,0.848401411835595
whitemail,0.00043199191534851715,0.848401411835595
insuance,0.0004319919153485172,0.848401411835595
engineerarchitectural,0.0004319919153485174,0.848401411835595
fairtrade,0.0004319919153485178,0.848401411835595
cheflondonmichelin,0.00043199191534851785,0.848401411835595
oppportunity,0.00043199191534851785,0.848401411835595
avr,0.00043199191534851845,0.848401411835595
rhi,0.0004319919153485187,0.848401411835595
serving,0.0004319919153485191,0.848401411835595
nfp,0.00043314481086865076,0.8480017506766298
consultation,0.00043391340788207877,0.8477353315863111
hastings,0.00043417893882280836,0.8476432945330408
berk,0.0004365667155240761,0.8468157483886507
longer,0.0004370162901690156,0.8466599554698282
dom,0.00043843753634091473,0.8461674847533736
gibraltar,0.00044090254903081307,0.8453134849396177
dover,0.0004436668065818242,0.8443560283766769
neots,0.00044380761719050557,0.8443072619399107
mgt,0.0004476638777265367,0.8429719688504521
pension,0.0004511610017044165,0.8417614227525713
enabling,0.0004515091314478982,0.8416409364092519
jerseywear,0.0004524011278340597,0.8413322368835396
photonics,0.000453880301030129,0.8408203826653403
compressor,0.00045464489473760533,0.84055582843175
joining,0.0004557664035735686,0.840167811921702
devloper,0.000463318252219682,0.8375560599775743
ethnic,0.00046475222402120065,0.8370603324908398
invoice,0.0004650482611235216,0.8369579997910217
eye,0.0004666472502253225,0.8364053166153825
caulker,0.00046962518304649885,0.835376223388372
bupa,0.0004698969238204802,0.8352823310994998
13,0.00047043740865460666,0.8350955889537999
woman,0.00047137916748017194,0.834770225429236
reform,0.00047193836053711,0.8345770459882559
coating,0.00047197011972208397,0.8345660747245935
shropshire,0.000473768388697497,0.8339449123789595
marcomms,0.0004750599985260755,0.8334988253492318
immunodiagnostics,0.00047505999852607986,0.8334988253492318
worldrenowned,0.0004750599985260803,0.8334988253492318
elgin,0.0004759939403112973,0.8331763005250471
wlondon,0.0004790215498346825,0.8321309477568192
iapt,0.00048248757968150536,0.8309345846297985
forehill,0.00048466150587333503,0.8301844142705341
westpark,0.00048466150587333535,0.8301844142705341
culter,0.000484661505873336,0.8301844142705341
gilcomstoun,0.0004846615058733379,0.8301844142705341
kincorth,0.00048466150587333893,0.8301844142705341
chaplain,0.0004851532087770864,0.8300147607019585
sainsbury,0.0004891192677996725,0.8286466310577619
restoration,0.0004893203516927675,0.8285772790672147
psb,0.0004910457858799849,0.8279822476508877
regeneration,0.0004937966247911088,0.827033800496154
need,0.0004959246515857959,0.8263002623981643
unionised,0.0004960416664672212,0.8262599313630035
experien,0.0004960416664672212,0.8262599313630035
approvedindexcouk,0.0004960416664672213,0.8262599313630035
oph,0.000496041666467228,0.8262599313630035
fpa,0.0004960416664672284,0.8262599313630035
ogc,0.0004960416664672303,0.8262599313630035
amnhmg,0.0004960416664672319,0.8262599313630035
resourcesregional,0.0004960416664672371,0.8262599313630035
pincipal,0.0004960416664672398,0.8262599313630035
6pm1am,0.0004960416664672451,0.8262599313630035
5pmmidnight,0.0004960416664672451,0.8262599313630035
bellingham,0.0004960416664672479,0.8262599313630035
disbalities,0.0004960416664672494,0.8262599313630035
emb,0.0004960416664672505,0.8262599313630035
cnm,0.0004960416664672536,0.8262599313630035
rnm,0.0004960416664672536,0.8262599313630035
webspeed,0.0004960416664672563,0.8262599313630035
compatibility,0.0004960416664672587,0.8262599313630035
cgmp,0.0004960416664672589,0.8262599313630035
ely,0.0004966938080427406,0.8260351687819202
lawyerlevel,0.0004980912585030367,0.8255535812982844
delhi,0.0005022340759239785,0.8241262755497811
munster,0.000502702840583581,0.82396481073776
depot,0.0005112528754038777,0.8210210868330898
travelling,0.0005117141194982923,0.8208623545749152
csf,0.0005125602253351811,0.8205711953508524
audiovisual,0.000512707143215706,0.820520640968862
biomedicine,0.000513206999767059,0.8203486460923396
biobank,0.000513206999767059,0.8203486460923396
vb,0.0005154008646197862,0.8195938647302992
midla,0.0005167269172028615,0.8191377281097169
managersheffield,0.0005203501275225782,0.8178917258206683
rsidential,0.0005203501275225793,0.8178917258206683
cgi,0.0005203501275225799,0.8178917258206683
reliabilty,0.0005203501275225801,0.8178917258206683
zseries,0.0005203501275225805,0.8178917258206683
gap,0.0005203501275225829,0.8178917258206683
ankle,0.000522302064425954,0.8172206557710868
otolaryngology,0.000522430163928174,0.8171766202171055
atp,0.0005224301639281866,0.8171766202171055
hepatology,0.0005224301639281866,0.8171766202171055
authorising,0.0005231987609415747,0.8169124190749099
lubricant,0.0005251173553161625,0.8162530032682281
competitor,0.0005363099739520859,0.8124087370735962
steam,0.0005363099739520867,0.8124087370735962
bn,0.0005363099739521,0.8124087370618182
detection,0.0005377381543547427,0.8119185309277085
penzance,0.0005381739145786876,0.811768976024403
destruction,0.000538466179121182,0.8116686733269225
paedia,0.0005413888902593125,0.8106657942115433
dyslexia,0.0005434876724159324,0.8099458240188248
roving,0.0005436751901423639,0.8098815054111488
misra,0.0005437392403841317,0.8098595364316608
tamil,0.0005472814673622306,0.8086448018449387
vietnamese,0.0005472814673622306,0.8086448018449387
lithuanian,0.0005472814673622306,0.8086448018449387
rrv,0.0005472814673622306,0.8086448018449387
yr5,0.0005472814673622355,0.8086448018449387
leytonstone,0.0005472814673622355,0.8086448018449387
kareplus,0.0005472814673622376,0.8086448018449387
heanor,0.0005472814673622454,0.8086448018449387
bengali,0.0005472814673622473,0.8086448018449387
roehampton,0.0005472814673622493,0.8086448018449387
masseuse,0.0005472814673622526,0.8086448018449387
sheen,0.000547281467362254,0.8086448018449387
draghtsperson,0.0005472814673622546,0.8086448018449387
timeserved,0.0005472814673622603,0.8086448018449387
mad,0.0005472814673622669,0.8086448018449387
opprtunities,0.0005472814673622723,0.8086448018449387
btl,0.0005488578632019027,0.8081043570469378
manufacture,0.0005490843173163799,0.8080267279872281
medicare,0.0005498434574070151,0.8077665066461472
robotics,0.000551670047143776,0.8071404674605939
shiplift,0.0005570627462629998,0.8052929140946004
iso9000,0.0005600914175859848,0.8042557588622115
bad,0.000560091417585987,0.8042557588622115
directorenergyinfrastructuretransport,0.0005600914175859946,0.8042557588622115
inito,0.000560091417585995,0.8042557588622115
commodiy,0.0005600914175859984,0.8042557588622115
southhampton,0.0005600914175860008,0.8042557588622115
microelectronics,0.0005600914175860021,0.8042557588622115
conglomerate,0.0005600914175860029,0.8042557588622115
cuffley,0.0005600914175860046,0.8042557588622115
automotiv,0.000560091417586011,0.8042557588504652
mach,0.0005600914175860112,0.8042557588504652
bsr,0.0005600914175860181,0.8042557588504652
pont,0.0005600914175860213,0.8042557588504652
bonu,0.0005600914175860214,0.8042557588504652
safetry,0.0005600914175860237,0.8042557588504652
gentran,0.000560091417586024,0.8042557588504652
knee,0.0005633391175389132,0.8031439810051088
tapa,0.0005633391175389137,0.8031439810051088
specmane,0.000563339117538914,0.8031439810051088
bfm,0.000563339117538914,0.8031439810051088
favourite,0.0005633391175389166,0.8031439810051088
consultantwindows,0.00056333911753892,0.8031439810051088
zemax,0.0005633391175389228,0.8031439810051088
codev,0.0005633391175389228,0.8031439810051088
shoreditchlondon,0.0005633391175389229,0.8031439810051088
developerrestful,0.0005633391175389229,0.8031439810051088
franchisees,0.0005633391175389232,0.8031439810051088
woven,0.0005649541860107735,0.8025912463535028
linesperson,0.0005656402565190817,0.8023564781350596
proteomics,0.0005656402565190821,0.8023564781350596
mc,0.000576873552282892,0.7985150803362755
preregistration,0.0005775129498902863,0.7982965742121871
sssts,0.000580497526613276,0.7972768416864202
duck,0.0005821693854470621,0.7967057731042847
prescribing,0.000587017197405433,0.7950504881521164
theale,0.0005914405656669916,0.7935409338503053
weight,0.0005927280586021881,0.7931016986331711
ast,0.0005934615073288621,0.7928515079540059
acount,0.0005935983980694729,0.7928048147705474
serviced,0.0005964283211036773,0.7918396998271233
develop,0.0005983202782966311,0.7911946458706444
idea,0.0006000607545563831,0.7906013648734176
prototyping,0.0006003184474405372,0.7905135346842848
pain,0.0006003184474405415,0.7905135346842848
muirhead,0.0006018518553154438,0.7899909540247309
magnetic,0.0006049262433691309,0.7889434967561547
resonance,0.0006049262433691309,0.7889434967561547
gi,0.0006066871613769741,0.7883437160575454
sapphire,0.0006068477359026992,0.7882890295166675
demand,0.0006070438874265647,0.7882222280131462
opps,0.0006109303855155368,0.7868989609796802
ber,0.0006109303855155771,0.7868989609910457
eloqua,0.0006109303855155825,0.7868989609910457
chelfmsford,0.0006109303855155831,0.7868989609910457
montague,0.0006109303855155831,0.7868989609910457
consultantwoking,0.0006109303855155833,0.7868989609910457
malling,0.0006109303855155833,0.7868989609910457
aerosol,0.0006109303855155834,0.7868989609910457
norm,0.0006109303855155834,0.7868989609910457
daresbury,0.0006109303855155834,0.7868989609910457
housemaster,0.0006109303855155835,0.7868989609910457
oct,0.0006109303855155838,0.7868989609910457
princeii,0.000610930385515584,0.7868989609910457
groupage,0.000610930385515584,0.7868989609910457
crtb,0.000610930385515584,0.7868989609910457
managerslough,0.0006109303855155841,0.7868989609910457
produ,0.0006109303855155841,0.7868989609910457
headchefgreat,0.0006109303855155843,0.7868989609910457
demise,0.0006109303855155843,0.7868989609910457
estimater,0.0006109303855155844,0.7868989609910457
actuatorschemical,0.0006109303855155844,0.7868989609910457
managervalves,0.0006109303855155844,0.7868989609910457
cleareance,0.0006109303855155844,0.7868989609910457
vlan,0.0006109303855155847,0.7868989609910457
authentic,0.0006109303855155863,0.7868989609910457
mhe,0.0006109303855155866,0.7868989609910457
diner,0.0006109303855155867,0.7868989609910457
auth,0.0006109303855155879,0.7868989609910457
econometrician,0.000610930385515588,0.7868989609910457
pipework,0.0006136481765406641,0.7859739782123946
146,0.0006191452881175049,0.784103995992362
tpm,0.0006197380010369653,0.7839024438690081
congregational,0.0006206824821443612,0.7835813028232719
fare,0.0006222426101281765,0.7830509112758187
created,0.0006222426101281821,0.7830509112758187
inventroy,0.0006241411687047424,0.7824056005917129
accra,0.0006241411687047444,0.7824056005917129
yorkshuire,0.0006241411687047483,0.7824056005917129
att,0.000624141168704751,0.7824056005917129
classt,0.000624141168704754,0.7824056005917129
warks,0.0006241411687047542,0.7824056005917129
enb,0.0006241411687047544,0.7824056005917129
998,0.0006241411687047544,0.7824056005917129
petrotechnical,0.0006241411687047616,0.7824056005917129
breaker,0.0006241411687047695,0.7824056005917129
hant,0.0006241411687047699,0.7824056005917129
manufacturingengineer,0.0006241411687047708,0.7824056005917129
bratislava,0.0006241411687047722,0.7824056005917129
qtvi,0.0006241411687047759,0.7824056005917129
accountantcontract,0.0006241411687047765,0.7824056005917129
lothians,0.0006241411687047789,0.7824056005917129
lopa,0.0006241411687047792,0.7824056005917129
charles,0.0006248797452464456,0.782154602489207
redcar,0.0006257235498519155,0.7818678714015561
monitor,0.0006293647173520314,0.7806309160177796
lat,0.000630937332599081,0.7800968481192007
practitionersouthend,0.0006372977773421594,0.7779378705134061
jscript,0.0006372977773421601,0.7779378705134061
babywear,0.0006372977773421605,0.7779378705134061
illness,0.0006373094656710571,0.7779339046229337
spire,0.0006388726114620628,0.7774035756730188
tommys,0.0006388726114620657,0.7774035756730188
anatomy,0.0006395131089732606,0.7771863038169378
wound,0.0006406600946164734,0.776797262831653
cla,0.0006468147806008201,0.7747106403712972
mammo,0.0006471624887127885,0.7745928053158481
banker,0.0006502386735058723,0.7735505412705262
rhanbarthol,0.0006524511586992377,0.7728011656964127
lower,0.0006543875944577637,0.772145462663451
sem,0.000655491625218537,0.7717716958727933
cabinet,0.0006558271634845817,0.7716581107529465
dfid,0.0006574470392865021,0.771109825491876
revenue,0.0006579293046659046,0.770946613449366
prototype,0.000664512957238192,0.7687195388375686
biotech,0.0006648023698202956,0.768621681886854
tectonics,0.0006653892084252236,0.768423269778798
erc,0.0006653892084252236,0.768423269778798
robust,0.0006653892084252236,0.768423269778798
ophthalmology,0.0006691000010575401,0.7671689900311979
communi,0.0006702569895102468,0.766778042561513
illford,0.0006702569895102521,0.766778042561513
nim,0.0006702569895102575,0.766778042561513
chc,0.0006702569895102596,0.766778042561513
dvia,0.0006702569895102719,0.766778042561513
composer,0.0006702569895102719,0.766778042561513
comestic,0.0006702569895102725,0.766778042561513
buildluxury,0.0006702569895102756,0.766778042561513
erecrors,0.0006702569895102788,0.766778042561513
vista,0.0006718397239275177,0.7662433312559304
bmt,0.0006721626399188551,0.766134250930828
com12034,0.0006727061214668153,0.7659506744974253
lingerie,0.0006740804550396728,0.7654865126612316
reporter,0.0006742372353139947,0.7654335676892834
acquistions,0.000674277107243779,0.7654201030427249
long,0.0006765229862763483,0.764661789997305
reminiscence,0.000676841978402379,0.76455410172523
paeds,0.0006795051817119038,0.7636552110932932
